,context,question,answer
120,Điều 386: Hiệu lực của quyết định thông báo tìm kiếm người vắng mặt tại nơi cư trú: Quyết định thông báo tìm kiếm người vắng mặt tại nơi cư trú quy định tại Điều 383 của Bộ luật này đương nhiên hết hiệu lực trong trường hợp người cần tìm kiếm trở về,Người cần tìm kiếm làm gì để quyết định thông báo tìm kiếm hết hiệu lực?,"Người cần tìm kiếm không cần làm gì để quyết định thông báo tìm kiếm hết hiệu lực, mà nó sẽ tự động hết hiệu lực khi người đó trở về."
77,"Điều 106: Yêu cầu cơ quan, tổ chức, cá nhân cung cấp tài liệu, chứng cứ Đương sự có quyền yêu cầu cơ quan, tổ chức, cá nhân cung cấp tài liệu, chứng cứ: Khi yêu cầu cơ quan, tổ chức, cá nhân cung cấp tài liệu, chứng cứ, đương sự phải làm văn bản yêu cầu ghi rõ tài liệu, chứng cứ cần cung cấp lý do cung cấp họ, tên, địa chỉ của cá nhân, tên, địa chỉ của cơ quan, tổ chức đang quản lý, lưu giữ tài liệu, chứng cứ cần cung cấp: Cơ quan, tổ chức, cá nhân có trách nhiệm cung cấp tài liệu, chứng cứ cho đương sự trong thời hạn 15 ngày, kể từ ngày nhận được yêu cầu trường hợp không cung cấp được thì phải trả lời bằng văn bản và nêu rõ lý do cho người có yêu cầu: Trường hợp đương sự đã áp dụng các biện pháp cần thiết để thu thập tài liệu, chứng cứ mà vẫn không thể tự mình thu thập được thì có thể đề nghị Tòa án ra quyết định yêu cầu cơ quan, tổ chức, cá nhân đang lưu giữ, quản lý tài liệu, chứng cứ cung cấp cho mình hoặc đề nghị Tòa án tiến hành thu thập tài liệu, chứng cứ nhằm bảo đảm cho việc giải quyết vụ việc dân sự đúng đắn: Đương sự yêu cầu Tòa án thu thập tài liệu, chứng cứ phải làm đơn ghi rõ vấn đề cần chứng minh tài liệu, chứng cứ cần thu thập lý do mình không tự thu thập được họ, tên, địa chỉ của cá nhân, tên, địa chỉ của cơ quan, tổ chức đang quản lý, lưu giữ tài liệu, chứng cứ cần thu thập: Trường hợp có yêu cầu của đương sự hoặc khi xét thấy cần thiết, Tòa án ra quyết định yêu cầu cơ quan, tổ chức, cá nhân đang quản lý, lưu giữ cung cấp tài liệu, chứng cứ cho Tòa án: Cơ quan, tổ chức, cá nhân đang quản lý, lưu giữ tài liệu, chứng cứ có trách nhiệm cung cấp đầy đủ tài liệu, chứng cứ theo yêu cầu của Tòa án trong thời hạn 15 ngày, kể từ ngày nhận được yêu cầu hết thời hạn này mà không cung cấp đầy đủ tài liệu, chứng cứ theo yêu cầu của Tòa án thì cơ quan, tổ chức, cá nhân được yêu cầu phải trả lời bằng văn bản và nêu rõ lý do: Cơ quan, tổ chức, cá nhân không thực hiện yêu cầu của Tòa án mà không có lý do chính đáng thì tùy theo tính chất, mức độ vi phạm có thể bị xử phạt hành chính hoặc truy cứu trách nhiệm hình sự theo quy định của pháp luật: Việc xử phạt hành chính hoặc truy cứu trách nhiệm hình sự theo quy định của pháp luật đối với cơ quan, tổ chức, cá nhân không phải là lý do miễn nghĩa vụ cung cấp tài liệu, chứng cứ cho Tòa án: Trường hợp Viện kiểm sát có yêu cầu cung cấp tài liệu, chứng cứ thì cơ quan, tổ chức, cá nhân có trách nhiệm thực hiện theo quy định tại khoản 3 Điều này","Đương sự có thể yêu cầu Tòa án thu thập tài liệu, chứng cứ từ cơ quan, tổ chức, cá nhân khác không? Nếu có, họ phải thực hiện những gì để yêu cầu này?","Đương sự có thể yêu cầu Tòa án thu thập tài liệu, chứng cứ từ cơ quan, tổ chức, cá nhân khác nếu họ đã áp dụng các biện pháp cần thiết để thu thập mà vẫn không thể tự mình thu thập được. Để yêu cầu này, họ phải làm đơn ghi rõ vấn đề cần chứng minh tài liệu, chứng cứ cần thu thập, lý do mình không tự thu thập được, và thông tin về cá nhân, cơ quan, tổ chức đang quản lý, lưu giữ tài liệu, chứng cứ cần yêu cầu."
180,"Điều 405: Thẩm quyền xét tính hợp pháp của cuộc đình công Tòa án nhân dân cấp tỉnh nơi xảy ra đình công có thẩm quyền xét tính hợp pháp của cuộc đình công: Tòa án nhân dân cấp cao có thẩm quyền giải quyết kháng cáo, kháng nghị đối với quyết định của Tòa án nhân dân cấp tỉnh về tính hợp pháp của cuộc đình công trong phạm vi thẩm quyền theo lãnh thổ","Nơi nào có thẩm quyền giải quyết kháng cáo, kháng nghị đối với quyết định về tính hợp pháp của cuộc đình công?","Tòa án nhân dân cấp cao có thẩm quyền giải quyết kháng cáo, kháng nghị đối với quyết định của Tòa án nhân dân cấp tỉnh về tính hợp pháp của cuộc đình công trong phạm vi thẩm quyền theo lãnh thổ."
100,"Điều 367: Những người tham gia phiên họp giải quyết việc dân sự Kiểm sát viên Viện kiểm sát cùng cấp phải tham gia phiên họp trường hợp Kiểm sát viên vắng mặt thì Tòa án vẫn tiến hành phiên họp: Người yêu cầu hoặc người đại diện hợp pháp, người bảo vệ quyền và lợi ích hợp pháp của họ phải tham gia phiên họp theo giấy triệu tập của Tòa án: Người yêu cầu vắng mặt lần thứ nhất thì Tòa án hoãn phiên họp, trừ trường hợp người yêu cầu đề nghị Tòa án giải quyết việc dân sự vắng mặt họ: Trường hợp người yêu cầu đã được triệu tập hợp lệ lần thứ hai mà vẫn vắng mặt thì bị coi là từ bỏ yêu cầu và Tòa án ra quyết định đình chỉ giải quyết việc dân sự trong trường hợp này, quyền yêu cầu Tòa án giải quyết việc dân sự đó theo thủ tục do Bộ luật này quy định vẫn được bảo đảm: Người có quyền lợi, nghĩa vụ liên quan hoặc người đại diện hợp pháp, người bảo vệ quyền và lợi ích hợp pháp của họ được Tòa án triệu tập tham gia phiên họp: Trong trường hợp cần thiết, Tòa án có thể triệu tập người làm chứng, người giám định, người phiên dịch tham gia phiên họp nếu có người vắng mặt thì Tòa án quyết định hoãn phiên họp hoặc vẫn tiến hành phiên họp",Ai có quyền yêu cầu Tòa án giải quyết việc dân sự đó theo thủ tục do Bộ luật này quy định?,"Người yêu cầu hoặc người đại diện hợp pháp, người bảo vệ quyền và lợi ích hợp pháp của họ có quyền yêu cầu Tòa án giải quyết việc dân sự đó theo thủ tục do Bộ luật này quy định."
121,"Điều 428: Gửi quyết định của Tòa án về công nhận và cho thi hành hoặc không công nhận bản án, quyết định dân sự của Tòa án nước ngoài công nhận và cho thi hành phán quyết của Trọng tài nước ngoài Tòa án có trách nhiệm chuyển giao trực tiếp hoặc qua dịch vụ bưu chính hoặc thông qua Bộ Tư pháp quyết định của Tòa án cho người được thi hành, người phải thi hành bản án, quyết định dân sự của Tòa án nước ngoài, phán quyết của Trọng tài nước ngoài hoặc người đại diện hợp pháp của họ, Viện kiểm sát cùng cấp và cơ quan thi hành án dân sự theo quy định của Bộ luật này","Ai có trách nhiệm gửi quyết định của Tòa án về công nhận và cho thi hành bản án, quyết định dân sự của Tòa án nước ngoài?","Tòa án có trách nhiệm gửi quyết định về công nhận và cho thi hành bản án, quyết định dân sự của Tòa án nước ngoài."
86,"Điều 205: Nguyên tắc tiến hành hòa giải Trong thời hạn chuẩn bị xét xử sơ thẩm vụ án, Tòa án tiến hành hòa giải để các đương sự thoả thuận với nhau về việc giải quyết vụ án, trừ những vụ án không được hòa giải hoặc không tiến hành hòa giải được quy định tại Điều 206 và Điều 207 của Bộ luật này hoặc vụ án được giải quyết theo thủ tục rút gọn: Việc hòa giải được tiến hành theo các nguyên tắc sau đây Tôn trọng sự tự nguyện thoả thuận của các đương sự, không được dùng vũ lực hoặc đe dọa dùng vũ lực, bắt buộc các đương sự phải thoả thuận không phù hợp với ý chí của mình Nội dung thoả thuận giữa các đương sự không vi phạm điều cấm của luật, không trái đạo đức xã hội",Các nguyên tắc cơ bản của việc hòa giải được quy định như thế nào theo Điều 205?,"Các nguyên tắc cơ bản của việc hòa giải theo Điều 205 bao gồm: tôn trọng sự tự nguyện thoả thuận của các đương sự, không sử dụng vũ lực hoặc đe dọa vũ lực, không bắt buộc các đương sự phải thoả thuận khi việc thoả thuận không phù hợp với ý chí của họ, và nội dung thoả thuận không vi phạm điều cấm của luật và không trái đạo đức xã hội."
132,"Điều 198: Nhiệm vụ, quyền hạn của Thẩm phán khi lập hồ sơ vụ án Lập hồ sơ vụ án theo quy định tại Điều 204 của Bộ luật này: Yêu cầu đương sự giao nộp tài liệu, chứng cứ cho Tòa án: Tiến hành xác minh, thu thập chứng cứ theo quy định tại khoản 2 và khoản 3 Điều 97 của Bộ luật này",Tại sao Thẩm phán yêu cầu đương sự giao nộp tài liệu và chứng cứ?,Thẩm phán yêu cầu đương sự giao nộp tài liệu và chứng cứ để có đầy đủ thông tin và chứng cứ cần thiết cho quá trình xét xử vụ án.
163,"Điều 236: Biên bản phiên tòa Biên bản phiên tòa phải ghi đầy đủ các nội dung sau đây Các nội dung chính trong quyết định đưa vụ án ra xét xử quy định tại khoản 1 Điều 220 của Bộ luật này Mọi diễn biến tại phiên tòa từ khi bắt đầu cho đến khi kết thúc phiên tòa Các câu hỏi, câu trả lời và phát biểu tại phiên tòa: Ngoài việc ghi biên bản phiên tòa, Hội đồng xét xử có thể thực hiện việc ghi âm, ghi hình về diễn biến phiên tòa: Sau khi kết thúc phiên tòa, chủ toạ phiên tòa phải kiểm tra biên bản và cùng với Thư ký phiên tòa ký biên bản đó: Kiểm sát viên và những người tham gia tố tụng có quyền được xem biên bản phiên tòa ngay sau khi kết thúc phiên tòa, yêu cầu ghi những sửa đổi, bổ sung vào biên bản phiên tòa và ký xác nhận",Biên bản phiên tòa cần ghi những nội dung gì?,"Biên bản phiên tòa cần ghi đầy đủ các nội dung trong quyết định đưa vụ án ra xét xử quy định tại khoản 1 Điều 220 của Bộ luật này, diễn biến tại phiên tòa từ khi bắt đầu cho đến khi kết thúc phiên tòa, cũng như các câu hỏi, câu trả lời và phát biểu tại phiên tòa."
159,"Điều 486: Giải thích, sửa chữa bản án, quyết định của Tòa án Người được thi hành án, người phải thi hành án, người có quyền lợi, nghĩa vụ liên quan đến việc thi hành bản án, quyết định của Tòa án và cơ quan thi hành án có quyền yêu cầu bằng văn bản Tòa án đã ra bản án, quyết định, giải thích, sửa chữa những điểm chưa rõ trong bản án, quyết định để thi hành: Thẩm phán đã ra quyết định hoặc Thẩm phán là chủ tọa phiên tòa có trách nhiệm giải thích, sửa chữa những điểm chưa rõ trong bản án, quyết định của Tòa án: Trường hợp họ không còn là Thẩm phán của Tòa án thì Chánh án Tòa án đó có trách nhiệm giải thích, sửa chữa bản án, quyết định của Tòa án: Việc giải thích bản án, quyết định của Tòa án phải căn cứ vào biên bản phiên tòa, biên bản phiên họp, biên bản nghị án: Việc sửa chữa bản án, quyết định được thực hiện theo quy định tại Điều 268 của Bộ luật này","Ai là người có trách nhiệm giải thích, sửa chữa bản án, quyết định của Tòa án nếu Thẩm phán đã ra quyết định hoặc là chủ tọa phiên tòa?","Thẩm phán đã ra quyết định hoặc Thẩm phán là chủ tọa phiên tòa có trách nhiệm giải thích, sửa chữa những điểm chưa rõ trong bản án, quyết định của Tòa án."
142,"Điều 361: Phạm vi áp dụng Việc dân sự là việc cơ quan, tổ chức, cá nhân không có tranh chấp, nhưng có yêu cầu Tòa án công nhận hoặc không công nhận một sự kiện pháp lý là căn cứ làm phát sinh quyền, nghĩa vụ dân sự, hôn nhân và gia đình, kinh doanh, thương mại, lao động của mình hoặc của cơ quan, tổ chức, cá nhân khác yêu cầu Tòa án công nhận cho mình quyền về dân sự, hôn nhân và gia đình, kinh doanh, thương mại, lao động: Những quy định của Phần này được áp dụng để giải quyết việc dân sự quy định tại các khoản 1, 2, 3, 4, 6, 7, 8, 9 và 10 Điều 27, các khoản 1, 2, 3, 4, 5, 6, 7, 8, 10 và 11 Điều 29, các khoản 1, 2, 3 và 6 Điều 31, các khoản 1, 2 và 5 Điều 33 của Bộ luật này: Trường hợp Phần này không quy định thì áp dụng những quy định khác của Bộ luật này để giải quyết việc dân sự",Trường hợp nào áp dụng các quy định khác của Bộ luật này để giải quyết việc dân sự?,Trường hợp Phần này không quy định thì áp dụng những quy định khác của Bộ luật này để giải quyết việc dân sự.
67,"Điều 20: Tiếng nói và chữ viết dùng trong tố tụng dân sự Tiếng nói và chữ viết dùng trong tố tụng dân sự là tiếng Việt: Người tham gia tố tụng dân sự có quyền dùng tiếng nói và chữ viết của dân tộc mình trường hợp này phải có người phiên dịch: Người tham gia tố tụng dân sự là người khuyết tật nghe, nói hoặc khuyết tật nhìn có quyền dùng ngôn ngữ, ký hiệu, chữ dành riêng cho người khuyết tật trường hợp này phải có người biết ngôn ngữ, ký hiệu, chữ dành riêng cho người khuyết tật để dịch lại","Người tham gia tố tụng dân sự là người khuyết tật nghe, nói hoặc khuyết tật nhìn có quyền làm gì?","Người tham gia tố tụng dân sự là người khuyết tật nghe, nói hoặc khuyết tật nhìn có quyền dùng ngôn ngữ, ký hiệu, chữ dành riêng cho người khuyết tật, và trong trường hợp này phải có người biết ngôn ngữ, ký hiệu, chữ dành riêng cho người khuyết tật để dịch lại."
44,"Điều 43: Nguyên tắc xác định thẩm quyền của Tòa án trong trường hợp chưa có điều luật để áp dụng Thẩm quyền của Tòa án thụ lý, giải quyết vụ việc dân sự trong trường hợp chưa có điều luật để áp dụng được thực hiện theo quy định tại các điều từ Điều 35 đến Điều 41 của Bộ luật này",Điều luật nào quy định về việc xác định thẩm quyền của Tòa án khi không có điều luật áp dụng?,"Việc xác định thẩm quyền của Tòa án khi không có điều luật áp dụng được quy định từ Điều 35 đến Điều 41 của Bộ luật, đặc biệt tại Điều 43."
182,"Điều 144: Xử lý tiền tạm ứng án phí, tiền tạm ứng lệ phí, án phí, lệ phí thu được Toàn bộ án phí, lệ phí thu được phải nộp đầy đủ, kịp thời vào ngân sách nhà nước tại kho bạc nhà nước: Tiền tạm ứng án phí, tiền tạm ứng lệ phí được nộp cho cơ quan thi hành án có thẩm quyền để gửi vào tài khoản tạm giữ mở tại kho bạc nhà nước và được rút ra để thi hành án theo quyết định của Tòa án: Người đã nộp tiền tạm ứng án phí, tiền tạm ứng lệ phí phải chịu án phí, lệ phí thì ngay sau khi bản án, quyết định của Tòa án có hiệu lực pháp luật, số tiền tạm ứng đã thu được phải được nộp vào ngân sách nhà nước: Trường hợp người đã nộp tiền tạm ứng án phí, tiền tạm ứng lệ phí được hoàn trả một phần hoặc toàn bộ số tiền đã nộp theo bản án, quyết định của Tòa án thì cơ quan thi hành án đã thu tiền tạm ứng án phí, tiền tạm ứng lệ phí phải làm thủ tục trả lại tiền cho họ: Trường hợp việc giải quyết vụ việc dân sự bị tạm đình chỉ thì tiền tạm ứng án phí, tiền tạm ứng lệ phí đã nộp được xử lý khi vụ việc được tiếp tục giải quyết",Ai chịu trách nhiệm nộp án phí và lệ phí vào ngân sách nhà nước?,"Người đã nộp tiền tạm ứng án phí và tiền tạm ứng lệ phí phải chịu án phí và lệ phí, và số tiền đã nộp phải được nộp đầy đủ và kịp thời vào ngân sách nhà nước tại kho bạc nhà nước."
36,"Điều 136: Buộc thực hiện biện pháp bảo đảm Người yêu cầu Tòa án áp dụng một trong các biện pháp khẩn cấp tạm thời quy định tại các khoản 6, 7, 8, 10, 11, 15 và 16 Điều 114 của Bộ luật này phải nộp cho Tòa án chứng từ bảo lãnh được bảo đảm bằng tài sản của ngân hàng hoặc tổ chức tín dụng khác hoặc của cơ quan, tổ chức, cá nhân khác hoặc gửi một khoản tiền, kim khí quý, đá quý hoặc giấy tờ có giá do Tòa án ấn định nhưng phải tương đương với tổn thất hoặc thiệt hại có thể phát sinh do hậu quả của việc áp dụng biện pháp khẩn cấp tạm thời không đúng để bảo vệ lợi ích của người bị áp dụng biện pháp khẩn cấp tạm thời và ngăn ngừa sự lạm dụng quyền yêu cầu áp dụng biện pháp khẩn cấp tạm thời từ phía người có quyền yêu cầu: Đối với trường hợp quy định tại khoản 2 Điều 111 của Bộ luật này thì thời hạn thực hiện biện pháp bảo đảm quy định tại khoản này không được quá 48 giờ, kể từ thời điểm nộp đơn yêu cầu: Khoản tiền, kim khí quý, đá quý hoặc giấy tờ có giá phải được gửi vào tài khoản phong tỏa tại ngân hàng nơi có trụ sở của Tòa án quyết định áp dụng biện pháp khẩn cấp tạm thời trong thời hạn do Tòa án ấn định: Trong trường hợp thực hiện biện pháp bảo đảm vào ngày lễ hoặc ngày nghỉ thì khoản tiền bảo đảm được gửi giữ tại Tòa án: Tòa án phải làm thủ tục giao nhận và gửi ngay khoản tiền đó vào ngân hàng vào ngày làm việc tiếp theo",Tài sản được bảo đảm bằng biện pháp khẩn cấp tạm thời phải được bảo lãnh như thế nào?,"Tài sản được bảo đảm bằng biện pháp khẩn cấp tạm thời phải được bảo lãnh bằng cách nộp chứng từ bảo lãnh hoặc gửi một khoản tiền, kim khí quý, đá quý hoặc giấy tờ có giá tương đương với tổn thất hoặc thiệt hại có thể phát sinh do việc áp dụng biện pháp khẩn cấp tạm thời không đúng để bảo vệ lợi ích của người bị áp dụng biện pháp khẩn cấp tạm thời và ngăn ngừa sự lạm dụng quyền yêu cầu áp dụng biện pháp khẩn cấp tạm thời từ phía người có quyền yêu cầu."
171,"Điều 74: Kế thừa quyền, nghĩa vụ tố tụng Trường hợp đương sự là cá nhân đang tham gia tố tụng chết mà quyền, nghĩa vụ về tài sản của họ được thừa kế thì người thừa kế tham gia tố tụng: Trường hợp đương sự là cơ quan, tổ chức đang tham gia tố tụng phải chấm dứt hoạt động, bị giải thể, hợp nhất, sáp nhập, chia, tách, chuyển đổi hình thức tổ chức thì việc kế thừa quyền, nghĩa vụ tố tụng dân sự của cơ quan, tổ chức đó được xác định như sau Trường hợp tổ chức phải chấm dứt hoạt động, bị giải thể là công ty cổ phần, công ty trách nhiệm hữu hạn, công ty hợp danh thì cá nhân, tổ chức là thành viên của tổ chức đó hoặc đại diện của họ tham gia tố tụng Trường hợp cơ quan, tổ chức phải chấm dứt hoạt động, bị giải thể là cơ quan nhà nước, đơn vị vũ trang nhân dân, tổ chức chính trị, tổ chức chính trị - xã hội, tổ chức chính trị xã hội - nghề nghiệp, tổ chức xã hội, tổ chức xã hội - nghề nghiệp, doanh nghiệp nhà nước thì đại diện hợp pháp của cơ quan, tổ chức cấp trên trực tiếp của cơ quan, tổ chức đó hoặc đại diện hợp pháp của cơ quan, tổ chức tiếp nhận các quyền, nghĩa vụ của cơ quan, tổ chức đó tham gia tố tụng Trường hợp tổ chức hợp nhất, sáp nhập, chia, tách, chuyển đổi hình thức tổ chức thì cá nhân, tổ chức tiếp nhận quyền, nghĩa vụ của tổ chức đó tham gia tố tụng: Trường hợp thay đổi chủ sở hữu của tổ chức và có việc chuyển giao quyền, nghĩa vụ cho chủ sở hữu mới thì chủ sở hữu mới kế thừa quyền, nghĩa vụ tố tụng: Trường hợp tổ chức được chuyển giao quyền, nghĩa vụ theo quy định của pháp luật về dân sự thì tổ chức đó kế thừa quyền, nghĩa vụ tố tụng: Trường hợp tổ chức không có tư cách pháp nhân tham gia quan hệ dân sự mà người đại diện đang tham gia tố tụng chết thì tổ chức đó phải cử người khác làm đại diện để tham gia tố tụng nếu không cử được người đại diện hoặc tổ chức đó phải chấm dứt hoạt động, bị giải thể thì các cá nhân là thành viên của tổ chức đó tham gia tố tụng","Trường hợp thay đổi chủ sở hữu của tổ chức và có việc chuyển giao quyền, nghĩa vụ cho chủ sở hữu mới, thì ai kế thừa quyền, nghĩa vụ tố tụng?","Chủ sở hữu mới kế thừa quyền, nghĩa vụ tố tụng trong trường hợp thay đổi chủ sở hữu của tổ chức và có việc chuyển giao quyền, nghĩa vụ."
91,"Điều 269: Cấp trích lục bản án giao, gửi bản án Trong thời hạn 03 ngày làm việc, kể từ ngày kết thúc phiên tòa, các đương sự, cơ quan, tổ chức, cá nhân khởi kiện được Tòa án cấp trích lục bản án: Trong thời hạn 10 ngày, kể từ ngày tuyên án, Tòa án phải giao hoặc gửi bản án cho các đương sự, cơ quan, tổ chức, cá nhân khởi kiện và Viện kiểm sát cùng cấp: Bản án sơ thẩm có hiệu lực pháp luật của Tòa án giải quyết vụ án dân sự bảo vệ quyền lợi người tiêu dùng do tổ chức xã hội tham gia bảo vệ người tiêu dùng khởi kiện phải được niêm yết công khai tại trụ sở Tòa án và công bố công khai trên một trong các báo hàng ngày của trung ương hoặc địa phương trong ba số liên tiếp: Bản án sơ thẩm có hiệu lực pháp luật của Tòa án có liên quan đến trách nhiệm bồi thường của Nhà nước phải được Tòa án cấp sơ thẩm gửi cho cơ quan quản lý nhà nước có thẩm quyền về bồi thường nhà nước: Bản án sơ thẩm có hiệu lực pháp luật của Tòa án có liên quan đến việc thay đổi hộ tịch của cá nhân phải được Tòa án cấp sơ thẩm thông báo bằng văn bản kèm theo trích lục bản án cho Ủy ban nhân dân nơi đã đăng ký hộ tịch của cá nhân đó theo quy định của Luật hộ tịch: Thời hạn niêm yết, công bố, gửi bản án, thông báo quy định tại khoản này là 05 ngày làm việc, kể từ ngày bản án có hiệu lực pháp luật: Bản án sơ thẩm có hiệu lực pháp luật của Tòa án được công bố trên Cổng thông tin điện tử của Tòa án (nếu có), trừ bản án, quyết định của Tòa án có chứa thông tin quy định tại khoản 2 Điều 109 của Bộ luật này",Bản án sơ thẩm có hiệu lực pháp luật của Tòa án có liên quan đến việc thay đổi hộ tịch của cá nhân phải được thông báo tới đâu?,Bản án sơ thẩm có hiệu lực pháp luật của Tòa án có liên quan đến việc thay đổi hộ tịch của cá nhân phải được Tòa án cấp sơ thẩm thông báo bằng văn bản kèm theo trích lục bản án cho Ủy ban nhân dân nơi đã đăng ký hộ tịch của cá nhân đó theo quy định của Luật hộ tịch.
31,Điều 125: Phong tỏa tài sản ở nơi gửi giữ Phong tỏa tài sản ở nơi gửi giữ được áp dụng nếu trong quá trình giải quyết vụ án có căn cứ cho thấy người có nghĩa vụ có tài sản đang gửi giữ và việc áp dụng biện pháp này là cần thiết để bảo đảm cho việc giải quyết vụ án hoặc bảo việc thi hành án,Biện pháp phong tỏa tài sản ở nơi gửi giữ áp dụng trong trường hợp nào?,Biện pháp phong tỏa tài sản ở nơi gửi giữ áp dụng khi có căn cứ cho thấy người có nghĩa vụ có tài sản đang gửi giữ và việc này là cần thiết để bảo đảm cho việc giải quyết vụ án hoặc bảo việc thi hành án.
114,"Điều 86: Quyền, nghĩa vụ của người đại diện Người đại diện theo pháp luật trong tố tụng dân sự thực hiện quyền, nghĩa vụ tố tụng dân sự của đương sự trong phạm vi mà mình đại diện: Người đại diện theo ủy quyền trong tố tụng dân sự thực hiện quyền, nghĩa vụ tố tụng dân sự của đương sự theo nội dung văn bản ủy quyền","Khi người đại diện theo pháp luật trong tố tụng dân sự thực hiện quyền của đương sự, họ phải tuân thủ điều gì?","Khi người đại diện theo pháp luật trong tố tụng dân sự thực hiện quyền của đương sự, họ phải tuân thủ nội dung văn bản ủy quyền mà đương sự đã cấp cho họ."
125,"Điều 401: Yêu cầu tuyên bố hợp đồng lao động vô hiệu, thỏa ước lao động tập thể vô hiệu Người lao động, người sử dụng lao động, tổ chức đại diện tập thể lao động, cơ quan nhà nước có thẩm quyền có quyền yêu cầu Tòa án có thẩm quyền tuyên bố hợp đồng lao động, thỏa ước lao động tập thể vô hiệu khi có căn cứ theo quy định của Bộ luật lao động: Đơn yêu cầu của người lao động, người sử dụng lao động, tổ chức đại diện tập thể lao động, văn bản yêu cầu của cơ quan nhà nước có thẩm quyền phải có các nội dung quy định tại khoản 2 Điều 362 của Bộ luật này","Ai có quyền yêu cầu tuyên bố hợp đồng lao động, thỏa ước lao động tập thể vô hiệu?","Người lao động, người sử dụng lao động, tổ chức đại diện tập thể lao động, cơ quan nhà nước có thẩm quyền đều có quyền yêu cầu Tòa án tuyên bố hợp đồng lao động, thỏa ước lao động tập thể vô hiệu."
138,"Điều 280: Thời hạn kháng nghị Thời hạn kháng nghị đối với bản án của Tòa án cấp sơ thẩm của Viện kiểm sát cùng cấp là 15 ngày, của Viện kiểm sát cấp trên trực tiếp là 01 tháng, kể từ ngày tuyên án: Trường hợp Kiểm sát viên không tham gia phiên tòa thì thời hạn kháng nghị tính từ ngày Viện kiểm sát cùng cấp nhận được bản án: Thời hạn kháng nghị của Viện kiểm sát cùng cấp đối với quyết định tạm đình chỉ, quyết định đình chỉ giải quyết vụ án của Tòa án cấp sơ thẩm là 07 ngày, của Viện kiểm sát cấp trên trực tiếp là 10 ngày, kể từ ngày Viện kiểm sát cùng cấp nhận được quyết định: Khi Tòa án nhận được quyết định kháng nghị của Viện kiểm sát mà quyết định kháng nghị đó đã quá thời hạn quy định tại khoản 1 và khoản 2 Điều này thì Tòa án cấp sơ thẩm yêu cầu Viện kiểm sát giải thích bằng văn bản và nêu rõ lý do","Khi Kiểm sát viên không tham gia phiên tòa, thời hạn kháng nghị tính từ khi nào?","Khi Kiểm sát viên không tham gia phiên tòa, thời hạn kháng nghị tính từ ngày Viện kiểm sát cùng cấp nhận được bản án."
170,"Điều 74: Kế thừa quyền, nghĩa vụ tố tụng Trường hợp đương sự là cá nhân đang tham gia tố tụng chết mà quyền, nghĩa vụ về tài sản của họ được thừa kế thì người thừa kế tham gia tố tụng: Trường hợp đương sự là cơ quan, tổ chức đang tham gia tố tụng phải chấm dứt hoạt động, bị giải thể, hợp nhất, sáp nhập, chia, tách, chuyển đổi hình thức tổ chức thì việc kế thừa quyền, nghĩa vụ tố tụng dân sự của cơ quan, tổ chức đó được xác định như sau Trường hợp tổ chức phải chấm dứt hoạt động, bị giải thể là công ty cổ phần, công ty trách nhiệm hữu hạn, công ty hợp danh thì cá nhân, tổ chức là thành viên của tổ chức đó hoặc đại diện của họ tham gia tố tụng Trường hợp cơ quan, tổ chức phải chấm dứt hoạt động, bị giải thể là cơ quan nhà nước, đơn vị vũ trang nhân dân, tổ chức chính trị, tổ chức chính trị - xã hội, tổ chức chính trị xã hội - nghề nghiệp, tổ chức xã hội, tổ chức xã hội - nghề nghiệp, doanh nghiệp nhà nước thì đại diện hợp pháp của cơ quan, tổ chức cấp trên trực tiếp của cơ quan, tổ chức đó hoặc đại diện hợp pháp của cơ quan, tổ chức tiếp nhận các quyền, nghĩa vụ của cơ quan, tổ chức đó tham gia tố tụng Trường hợp tổ chức hợp nhất, sáp nhập, chia, tách, chuyển đổi hình thức tổ chức thì cá nhân, tổ chức tiếp nhận quyền, nghĩa vụ của tổ chức đó tham gia tố tụng: Trường hợp thay đổi chủ sở hữu của tổ chức và có việc chuyển giao quyền, nghĩa vụ cho chủ sở hữu mới thì chủ sở hữu mới kế thừa quyền, nghĩa vụ tố tụng: Trường hợp tổ chức được chuyển giao quyền, nghĩa vụ theo quy định của pháp luật về dân sự thì tổ chức đó kế thừa quyền, nghĩa vụ tố tụng: Trường hợp tổ chức không có tư cách pháp nhân tham gia quan hệ dân sự mà người đại diện đang tham gia tố tụng chết thì tổ chức đó phải cử người khác làm đại diện để tham gia tố tụng nếu không cử được người đại diện hoặc tổ chức đó phải chấm dứt hoạt động, bị giải thể thì các cá nhân là thành viên của tổ chức đó tham gia tố tụng","Trường hợp tổ chức hợp nhất, sáp nhập, chia, tách, chuyển đổi hình thức tổ chức, thì ai tiếp nhận quyền, nghĩa vụ tố tụng của tổ chức đó?","Cá nhân, tổ chức tiếp nhận quyền, nghĩa vụ của tổ chức đó tham gia tố tụng trong trường hợp tổ chức hợp nhất, sáp nhập, chia, tách, chuyển đổi hình thức tổ chức."
