,question,answer
1752,Tòa án cấp dưới có phải chấp nhận kiến nghị của Viện kiểm sát không?,"Tòa án cấp dưới có thể chấp nhận kiến nghị của Viện kiểm sát, nhưng quyết định cuối cùng thuộc về Tòa án."
1753,"Ai có quyền kiểm sát việc tuân theo pháp luật trong việc giải quyết khiếu nại, tố cáo theo Điều 515?","Theo Điều 515, Viện kiểm sát có quyền kiểm sát việc tuân theo pháp luật trong việc giải quyết khiếu nại, tố cáo trong tố tụng"
1754,Điều 480 quy định về việc gì liên quan đến đương sự ở nước ngoài trong tố tụng dân sự?,"Điều 480 quy định về việc tống đạt, thông báo văn bản tố tụng của Tòa án cấp phúc thẩm cho đương sự ở nước ngoài trong tố tụng dân sự."
1755,Tòa án cấp phúc thẩm có trách nhiệm gì đối với đương sự ở nước ngoài theo Điều 480?,"Tòa án cấp phúc thẩm có trách nhiệm tống đạt, thông báo văn bản tố tụng và xử lý kết quả tống đạt, thông báo văn bản tố tụng cho đương sự ở nước ngoài theo Điều 480."
1756,"Theo Điều 480, quy định về việc tống đạt, thông báo văn bản tố tụng áp dụng trong trường hợp nào?","Theo Điều 480, quy định về việc tống đạt, thông báo văn bản tố tụng áp dụng trong trường hợp đương sự ở nước ngoài trong tố tụng dân sự."
1757,Quy trình tống đạt văn bản tố tụng cho đương sự ở nước ngoài có đặc điểm gì?,"Quy trình tống đạt văn bản tố tụng cho đương sự ở nước ngoài có đặc điểm là phải thực hiện theo quy định tại các điều 474, 476 và 477 của Bộ luật."
1758,"Ai chịu trách nhiệm xử lý kết quả tống đạt, thông báo văn bản tố tụng cho đương sự ở nước ngoài?","Trách nhiệm xử lý kết quả tống đạt, thông báo văn bản tố tụng cho đương sự ở nước ngoài thuộc về Tòa án cấp phúc thẩm."
1759,Các điều gì khác có thể áp dụng khi đương sự ở nước ngoài trong tố tụng dân sự ngoài quy định tại Điều 480?,"Ngoài quy định tại Điều 480, còn có thể áp dụng các quy định tại các điều 474, 476 và 477 của Bộ luật để đảm bảo quá trình tố tụng cho đương sự ở nước ngoài được thực hiện đúng pháp luật."
1760,"Điều 190 quy định về việc gửi đơn khởi kiện đến Tòa án. Người khởi kiện có thể gửi đơn kèm theo tài liệu, chứng cứ như thế nào?","Theo Điều 190, người khởi kiện có thể gửi đơn khởi kiện kèm theo tài liệu, chứng cứ mà mình hiện có đến Tòa án có thẩm quyền."
1761,Có bao nhiêu phương thức để người khởi kiện gửi đơn khởi kiện đến Tòa án theo Điều 190?,"Theo Điều 190, người khởi kiện có thể gửi đơn khởi kiện đến Tòa án bằng ba phương thức: Nộp trực tiếp tại Tòa án, gửi đến Tòa án theo đường dịch vụ bưu chính, hoặc gửi trực tuyến bằng hình thức điện tử qua Cổng thông tin điện tử của Tòa án (nếu có)."
1762,Ngày khởi kiện được xác định như thế nào theo Điều 190?,"Theo Điều 190, ngày khởi kiện là ngày đương sự nộp đơn khởi kiện tại Tòa án hoặc ngày được ghi trên dấu của tổ chức dịch vụ bưu chính nơi gửi. Trong trường hợp không xác định được ngày, tháng, năm theo dấu bưu chính nơi gửi, thì ngày khởi kiện là ngày Tòa án nhận được đơn khởi kiện do tổ chức dịch vụ bưu chính chuyển đến."
1763,"Khi người khởi kiện gửi đơn khởi kiện bằng phương thức gửi trực tuyến, ngày khởi kiện được tính là ngày nào?","Khi người khởi kiện gửi đơn khởi kiện bằng phương thức gửi trực tuyến, ngày khởi kiện là ngày gửi đơn."
1764,Tòa án nhân dân tối cao có trách nhiệm gì liên quan đến Điều 190?,Tòa án nhân dân tối cao hướng dẫn thi hành Điều 190 và có trách nhiệm đảm bảo việc gửi đơn khởi kiện được thực hiện đúng quy định của luật.
1765,Điều 229 quy định về sự có mặt của người làm chứng trong phiên tòa. Người làm chứng có nghĩa vụ tham gia phiên tòa theo điều gì?,"Theo Điều 229, người làm chứng có nghĩa vụ tham gia phiên tòa theo giấy triệu tập của Tòa án."
1766,"Trường hợp người làm chứng vắng mặt tại phiên tòa, Tòa án có quyền làm gì?","Trường hợp người làm chứng vắng mặt tại phiên tòa, Tòa án có quyền quyết định vẫn tiến hành xét xử hoặc hoãn phiên tòa."
1767,"Khi người làm chứng vắng mặt tại phiên tòa nhưng trước đó đã có lời khai trực tiếp với Tòa án hoặc gửi lời khai cho Tòa án, điều gì sẽ xảy ra?","Khi người làm chứng vắng mặt tại phiên tòa nhưng trước đó đã có lời khai trực tiếp với Tòa án hoặc gửi lời khai cho Tòa án, chủ toạ phiên tòa công bố lời khai đó."
1768,Khi nào Hội đồng xét xử quyết định hoãn phiên tòa?,"Hội đồng xét xử quyết định hoãn phiên tòa nếu việc vắng mặt của người làm chứng tại phiên tòa gây khó khăn, ảnh hưởng đến việc giải quyết khách quan, toàn diện vụ án."
1769,Trường hợp nào người làm chứng vắng mặt tại phiên tòa có thể bị dẫn giải đến phiên tòa theo quyết định của Hội đồng xét xử?,"Người làm chứng vắng mặt tại phiên tòa không có lý do chính đáng và việc vắng mặt của họ gây cản trở cho việc xét xử thì có thể bị dẫn giải đến phiên tòa theo quyết định của Hội đồng xét xử, trừ trường hợp người làm chứng là người chưa thành niên."
1770,Điều 276 của pháp luật quy định gì về việc thông báo nộp tiền tạm ứng án phí phúc thẩm?,"Theo Điều 276, sau khi chấp nhận đơn kháng cáo hợp lệ, Tòa án cấp sơ thẩm phải thông báo cho người kháng cáo biết để họ nộp tiền tạm ứng án phí phúc thẩm theo quy định của pháp luật, nếu họ không thuộc trường hợp được miễn hoặc không phải nộp tiền tạm ứng án phí phúc thẩm."
1771,Người kháng cáo phải thực hiện việc nộp tiền tạm ứng án phí phúc thẩm trong thời hạn bao lâu sau khi nhận được thông báo từ Tòa án?,"Người kháng cáo phải thực hiện việc nộp tiền tạm ứng án phí phúc thẩm trong thời hạn 10 ngày, kể từ ngày nhận được thông báo của Tòa án về việc nộp tiền tạm ứng án phí phúc thẩm."
1772,Điều gì sẽ xảy ra nếu người kháng cáo không nộp tiền tạm ứng án phí phúc thẩm trong thời hạn quy định?,"Nếu người kháng cáo không nộp tiền tạm ứng án phí phúc thẩm trong thời hạn quy định (10 ngày), thì họ được coi là từ bỏ việc kháng cáo, trừ trường hợp có lý do chính đáng."
1773,Trường hợp nào người kháng cáo có thể nộp tiền tạm ứng án phí phúc thẩm sau khi hết thời hạn 10 ngày?,"Trường hợp sau khi hết thời hạn 10 ngày, kể từ ngày nhận được thông báo của Tòa án về việc nộp tiền tạm ứng án phí phúc thẩm, người kháng cáo mới nộp cho Tòa án biên lai thu tiền tạm ứng án phí phúc thẩm mà không nêu rõ lý do thì Tòa án cấp sơ thẩm yêu cầu người kháng cáo trong thời hạn 03 ngày làm việc, kể từ ngày nhận được yêu cầu của Tòa án, phải có văn bản trình bày lý do chậm nộp biên lai thu tiền tạm ứng án phí phúc thẩm để đưa vào hồ sơ vụ án."
1774,Trường hợp nào sẽ xử lý kháng cáo quá hạn?,Trường hợp kháng cáo quá hạn sẽ được xử lý theo thủ tục xem xét kháng cáo quá hạn.
1775,"Theo Điều 394 của pháp luật, khi nào người có quyền, lợi ích liên quan có quyền yêu cầu Tòa án ra quyết định hủy bỏ quyết định tuyên bố một người là đã chết?","Theo Điều 394, khi một người bị tuyên bố là đã chết trở về hoặc có tin tức xác thực là người đó còn sống, thì người đó hoặc người có quyền, lợi ích liên quan có quyền yêu cầu Tòa án ra quyết định hủy bỏ quyết định tuyên bố một người là đã chết."
1776,Người yêu cầu hủy bỏ quyết định tuyên bố một người là đã chết phải làm gì khi gửi đơn yêu cầu?,"Người yêu cầu phải gửi đơn yêu cầu kèm theo tài liệu, chứng cứ để chứng minh người bị tuyên bố là đã chết trở về hoặc chứng minh xác thực là người đó còn sống."
1777,Trường hợp nào người yêu cầu hủy bỏ quyết định tuyên bố một người là đã chết cần cung cấp chứng cứ cho Tòa án?,Người yêu cầu cần cung cấp chứng cứ khi có tin tức xác thực là người bị tuyên bố là đã chết trở về hoặc chứng minh xác thực là người đó còn sống.
1778,Tòa án sẽ xem xét đơn yêu cầu hủy bỏ quyết định tuyên bố một người là đã chết trong trường hợp nào?,Tòa án sẽ xem xét đơn yêu cầu hủy bỏ quyết định tuyên bố một người là đã chết trong trường hợp người bị tuyên bố là đã chết trở về hoặc có tin tức xác thực là người đó còn sống.
1779,Làm thế nào để chứng minh rằng người bị tuyên bố là đã chết trở về?,"Để chứng minh rằng người bị tuyên bố là đã chết trở về, người yêu cầu phải cung cấp tài liệu, chứng cứ liên quan như hồ sơ y tế, thông tin xác thực về việc người đó còn sống."
1780,Người yêu cầu có thể gửi đơn yêu cầu hủy bỏ quyết định tuyên bố một người là đã chết qua phương tiện nào?,"Người yêu cầu có thể gửi đơn yêu cầu hủy bỏ quyết định tuyên bố một người là đã chết qua phương tiện gửi đơn trực tiếp, bưu chính, hoặc điện tử theo quy định của pháp luật."
1781,"Trước khi tiến hành phiên họp, Thư ký Tòa án thông báo gì cho Thẩm phán?","Thư ký Tòa án báo cáo Thẩm phán về sự có mặt, vắng mặt của những người tham gia phiên họp đã được Tòa án thông báo."
1782,"Ai chủ trì phiên họp kiểm tra việc giao nộp, tiếp cận, công khai chứng cứ và hòa giải?","Thẩm phán chủ trì phiên họp kiểm tra việc giao nộp, tiếp cận, công khai chứng cứ và hòa giải."
1783,"Thẩm phán phải công bố những tài liệu, chứng cứ nào trong phiên họp kiểm tra?","Thẩm phán công bố tài liệu, chứng cứ có trong hồ sơ vụ án."
1784,Thẩm phán hỏi đương sự về những vấn đề gì trong phiên họp kiểm tra?,"Thẩm phán hỏi đương sự về nhiều vấn đề như yêu cầu và phạm vi khởi kiện, việc sửa đổi, bổ sung, thay đổi, rút yêu cầu khởi kiện, yêu cầu phản tố, yêu cầu độc lập, và nhiều vấn đề khác liên quan đến vụ án."
1785,Khi nào Thẩm phán xem xét các ý kiến và giải quyết yêu cầu của đương sự?,Thẩm phán xem xét các ý kiến và giải quyết yêu cầu của đương sự sau khi các đương sự đã trình bày xong.
1786,"Trường hợp người được triệu tập vắng mặt, Tòa án sẽ thông báo kết quả phiên họp cho họ qua phương tiện nào?","Trường hợp người được triệu tập vắng mặt, Tòa án thông báo kết quả phiên họp cho họ qua phương tiện thích hợp."
1787,Thủ tục tiến hành hòa giải được thực hiện như thế nào?,Thủ tục tiến hành hòa giải bao gồm việc Thẩm phán phổ biến cho các đương sự về quy định của pháp luật liên quan đến việc giải quyết vụ án để họ tự nguyện thoả thuận với nhau về việc giải quyết vụ án.
1788,Ai trình bày nội dung tranh chấp và đề xuất hướng giải quyết vụ án trong phiên họp hòa giải?,Nguyên đơn và người bảo vệ quyền và lợi ích hợp pháp của họ trình bày nội dung tranh chấp và đề xuất hướng giải quyết vụ án trong phiên họp hòa giải.
1789,Người bị đơn và người bảo vệ quyền và lợi ích hợp pháp của họ trình bày gì trong phiên họp hòa giải?,"Người bị đơn và người bảo vệ quyền và lợi ích hợp pháp của họ trình bày ý kiến đối với yêu cầu của nguyên đơn, yêu cầu phản tố (nếu có) và đề xuất hướng giải quyết vụ án (nếu có)."
1790,Khi nào Thẩm phán xác định những vấn đề đã thống nhất và chưa thống nhất trong phiên họp hòa giải?,Thẩm phán xác định những vấn đề đã thống nhất và chưa thống nhất trong phiên họp hòa giải sau khi các đương sự đã trình bày hết ý kiến của mình.
1791,Ai chủ trì phiên họp xét tính hợp pháp của cuộc đình công?,Thẩm phán chủ trì phiên họp xét tính hợp pháp của cuộc đình công.
1792,Thẩm phán có trách nhiệm gì trong phiên họp xét tính hợp pháp của cuộc đình công?,Thẩm phán công bố quyết định mở phiên họp xét tính hợp pháp của cuộc đình công và tóm tắt nội dung đơn yêu cầu.
1793,Ai có quyền trình bày ý kiến trong phiên họp xét tính hợp pháp của cuộc đình công?,Đại diện tổ chức đại diện tập thể lao động và đại diện của người sử dụng lao động có quyền trình bày ý kiến của mình.
1794,"Cơ quan, tổ chức nào có thể tham gia phiên họp xét tính hợp pháp của cuộc đình công?","Thẩm phán chủ trì phiên họp xét tính hợp pháp của cuộc đình công có thể yêu cầu đại diện cơ quan, tổ chức tham gia phiên họp trình bày ý kiến."
1795,Người nào phát biểu ý kiến của Viện kiểm sát về việc xét tính hợp pháp của cuộc đình công?,Kiểm sát viên phát biểu ý kiến của Viện kiểm sát về việc xét tính hợp pháp của cuộc đình công.
1796,Kiểm sát viên phải làm gì ngay sau khi kết thúc phiên họp xét tính hợp pháp của cuộc đình công?,"Ngay sau khi kết thúc phiên họp, Kiểm sát viên phải gửi văn bản phát biểu ý kiến cho Tòa án để lưu vào hồ sơ việc dân sự."
1797,Làm thế nào để Hội đồng xét tính hợp pháp của cuộc đình công quyết định?,Hội đồng xét tính hợp pháp của cuộc đình công thảo luận và quyết định theo đa số.
1798,Thẩm phán có trách nhiệm nào khác trong phiên họp xét tính hợp pháp của cuộc đình công?,Thẩm phán có trách nhiệm tóm tắt nội dung đơn yêu cầu trong phiên họp xét tính hợp pháp của cuộc đình công.
1799,"Thẩm phán có thể yêu cầu đại diện cơ quan, tổ chức tham gia phiên họp vì lý do gì?","Thẩm phán có thể yêu cầu đại diện cơ quan, tổ chức tham gia phiên họp để trình bày ý kiến về việc xét tính hợp pháp của cuộc đình công."
1800,Thẩm phán cần tóm tắt nội dung đơn yêu cầu ra sao trong phiên họp xét tính hợp pháp của cuộc đình công?,Thẩm phán cần tóm tắt nội dung đơn yêu cầu và công bố quyết định mở phiên họp xét tính hợp pháp của cuộc đình công trong phiên họp.
1801,Người làm chứng phải cung cấp những thông tin gì liên quan đến việc giải quyết vụ việc?,"Người làm chứng phải cung cấp toàn bộ thông tin, tài liệu, đồ vật mà mình có được có liên quan đến việc giải quyết vụ việc."
1802,"Khi làm chứng, người làm chứng phải khai báo những tình tiết gì?","Khi làm chứng, người làm chứng phải khai báo trung thực những tình tiết mà mình biết được có liên quan đến việc giải quyết vụ việc."
1803,Người làm chứng có quyền từ chối khai báo những thông tin nào?,"Người làm chứng có quyền từ chối khai báo nếu lời khai của mình liên quan đến bí mật nhà nước, bí mật nghề nghiệp, bí mật kinh doanh, bí mật cá nhân, bí mật gia đình hoặc việc khai báo đó có ảnh hưởng xấu, bất lợi cho đương sự là người có quan hệ thân thích với mình."
1804,Người làm chứng có được nghỉ việc trong thời gian Tòa án triệu tập hoặc lấy lời khai không?,"Người làm chứng được nghỉ việc trong thời gian Tòa án triệu tập hoặc lấy lời khai, nếu làm việc trong cơ quan, tổ chức."
1805,Người làm chứng được thanh toán những khoản chi phí nào khi tham gia tố tụng?,Người làm chứng được thanh toán các khoản chi phí có liên quan theo quy định của pháp luật.
1806,"Người làm chứng có quyền yêu cầu bảo vệ tính mạng, sức khoẻ, danh dự, và các quyền khác khi tham gia tố tụng, đúng không?","Đúng, người làm chứng có quyền yêu cầu Tòa án đã triệu tập, cơ quan nhà nước có thẩm quyền bảo vệ tính mạng, sức khoẻ, danh dự, nhân phẩm, tài sản và các quyền và lợi ích hợp pháp khác của mình khi tham gia tố tụng."
1807,Người làm chứng có trách nhiệm gì nếu khai báo sai sự thật gây thiệt hại cho đương sự hoặc cho người khác?,Người làm chứng phải bồi thường thiệt hại và chịu trách nhiệm trước pháp luật do khai báo sai sự thật gây thiệt hại cho đương sự hoặc cho người khác.
1808,Người làm chứng phải cam đoan gì trước Tòa án?,"Người làm chứng phải cam đoan trước Tòa án về việc thực hiện quyền, nghĩa vụ của mình, trừ trường hợp người làm chứng là người chưa thành niên."
1809,Khi nào người sử dụng lao động hoặc tổ chức đại diện tập thể lao động có quyền yêu cầu Tòa án xét tính hợp pháp của cuộc đình công?,"Người sử dụng lao động hoặc tổ chức đại diện tập thể lao động có quyền yêu cầu Tòa án xét tính hợp pháp của cuộc đình công trong quá trình đình công hoặc trong thời hạn 03 tháng, kể từ ngày chấm dứt đình công."
1810,Người yêu cầu Tòa án xét tính hợp pháp của cuộc đình công cần phải thực hiện bước gì đầu tiên?,Người yêu cầu Tòa án xét tính hợp pháp của cuộc đình công cần phải làm đơn yêu cầu gửi Tòa án.
1811,Điều gì cần có trong đơn yêu cầu yêu cầu xét tính hợp pháp của cuộc đình công?,"Đơn yêu cầu phải có các nội dung chính sau đây: Những nội dung quy định tại khoản 2 Điều 362 của Bộ luật này. Tên, địa chỉ của tổ chức lãnh đạo cuộc đình công. Tên, địa chỉ của người sử dụng lao động nơi tập thể lao động đình công. Kèm theo đơn yêu cầu, người yêu cầu phải gửi bản sao quyết định đình công, quyết định hoặc biên bản hòa giải của cơ quan, tổ chức có thẩm quyền giải quyết vụ tranh chấp lao động tập thể, tài liệu, chứng cứ có liên quan đến việc xét tính hợp pháp của cuộc đình công."
1812,Khi nào người yêu cầu Tòa án phải gửi đơn yêu cầu?,Người yêu cầu Tòa án phải gửi đơn yêu cầu cùng với các tài liệu và chứng cứ liên quan vào thời điểm yêu cầu xét tính hợp pháp của cuộc đình công.
1813,Tại sao người yêu cầu Tòa án phải gửi bản sao quyết định đình công hoặc quyết định hòa giải cùng với đơn yêu cầu?,Người yêu cầu Tòa án phải gửi bản sao quyết định đình công hoặc quyết định hòa giải cùng với đơn yêu cầu để cung cấp thông tin và bằng chứng liên quan đến việc xét tính hợp pháp của cuộc đình công.
1814,Người yêu cầu Tòa án có thời hạn cụ thể để gửi đơn yêu cầu sau khi kết thúc cuộc đình công?,"Không có thời hạn cụ thể để gửi đơn yêu cầu sau khi kết thúc cuộc đình công. Tuy nhiên, người yêu cầu phải thực hiện việc này trong thời hạn 03 tháng kể từ ngày chấm dứt đình công."
1815,"Tại sao Tòa án cấp phúc thẩm cần thực hiện việc tống đạt, thông báo văn bản tố tụng cho đương sự ở nước ngoài?","Tòa án cấp phúc thẩm cần thực hiện việc tống đạt, thông báo văn bản tố tụng cho đương sự ở nước ngoài theo quy định tại các điều 474, 476 và 477 của Bộ luật để đảm bảo rằng đương sự ở nước ngoài được thông tin về quyết định của Tòa án liên quan đến vụ việc."
1816,"Theo quy định của Điều 480, Tòa án cấp phúc thẩm phải thực hiện việc gì đối với đương sự ở nước ngoài?","Theo quy định của Điều 480, Tòa án cấp phúc thẩm phải tống đạt, thông báo văn bản tố tụng và xử lý kết quả tống đạt, thông báo văn bản tố tụng của Tòa án cấp phúc thẩm cho đương sự ở nước ngoài."
1817,"Có quy định cụ thể nào trong Điều 480 về việc tống đạt, thông báo văn bản tố tụng cho đương sự ở nước ngoài?","Trong Điều 480, không có quy định cụ thể về việc tống đạt, thông báo văn bản tố tụng cho đương sự ở nước ngoài. Quy định chi tiết về việc này được nêu rõ tại các điều 474, 476 và 477 của Bộ luật."
1818,"Điều gì xác định việc Tòa án cấp phúc thẩm cần thực hiện tống đạt, thông báo văn bản tố tụng cho đương sự ở nước ngoài?","Việc Tòa án cấp phúc thẩm cần thực hiện tống đạt, thông báo văn bản tố tụng cho đương sự ở nước ngoài được xác định bởi các quy định tại các điều 474, 476 và 477 của Bộ luật."
1819,"Khi nào Tòa án cấp phúc thẩm phải thực hiện việc tống đạt, thông báo văn bản tố tụng cho đương sự ở nước ngoài?","Tòa án cấp phúc thẩm phải thực hiện việc tống đạt, thông báo văn bản tố tụng cho đương sự ở nước ngoài theo quy định tại các điều 474, 476 và 477 của Bộ luật sau khi có quyết định của Tòa án cấp phúc thẩm liên quan đến vụ việc."
1820,Hành vi nào được coi là cản trở hoạt động xác minh và thu thập chứng cứ của người tiến hành tố tụng theo Điều 489?,"Theo Điều 489, các hành vi cản trở hoạt động xác minh và thu thập chứng cứ của người tiến hành tố tụng bao gồm: làm giả, hủy hoại chứng cứ quan trọng gây trở ngại cho việc giải quyết vụ án của Tòa án; từ chối khai báo, khai báo gian dối hoặc cung cấp tài liệu sai sự thật khi làm chứng; từ chối kết luận giám định hoặc từ chối cung cấp tài liệu mà không có lý do chính đáng, kết luận giám định sai sự thật; và nhiều hành vi khác."
1821,"Người nào có quyền xử lý kỷ luật, xử phạt hành chính hoặc truy cứu trách nhiệm hình sự đối với những người thực hiện các hành vi cản trở hoạt động xác minh, thu thập chứng cứ theo Điều 489?","Người có quyền xử lý kỷ luật, xử phạt hành chính hoặc truy cứu trách nhiệm hình sự đối với những người thực hiện các hành vi cản trở hoạt động xác minh, thu thập chứng cứ theo Điều 489 là các cơ quan có thẩm quyền theo quy định của pháp luật."
1822,"Tại sao việc xử lý kỷ luật, xử phạt hành chính hoặc truy cứu trách nhiệm hình sự đối với các hành vi cản trở hoạt động xác minh, thu thập chứng cứ là quan trọng?","Việc xử lý kỷ luật, xử phạt hành chính hoặc truy cứu trách nhiệm hình sự đối với các hành vi cản trở hoạt động xác minh, thu thập chứng cứ là quan trọng để đảm bảo tính trung thực, khách quan và hiệu quả của quá trình tố tụng. Nó cũng đóng vai trò quan trọng trong bảo vệ quyền và lợi ích của các bên tham gia vào tố tụng."
1823,"Hành vi nào trong số các hành vi cản trở hoạt động xác minh, thu thập chứng cứ theo Điều 489 liên quan đến việc dịch sai sự thật?","Hành vi liên quan đến việc dịch sai sự thật trong các hành vi cản trở hoạt động xác minh, thu thập chứng cứ theo Điều 489 bao gồm  cố ý dịch sai sự thật  và  lừa dối, mua chuộc, đe dọa, cưỡng ép, sử dụng vũ lực nhằm ngăn cản người phiên dịch thực hiện nhiệm vụ hoặc buộc người phiên dịch dịch không trung thực, không khách quan, không đúng nghĩa. "
1824,"Người tiến hành tố tụng cần làm gì khi họ phát hiện bất kỳ hành vi cản trở hoạt động xác minh, thu thập chứng cứ?","Khi người tiến hành tố tụng phát hiện bất kỳ hành vi cản trở hoạt động xác minh, thu thập chứng cứ, họ cần thông báo cho cơ quan có thẩm quyền theo quy định của pháp luật và hợp tác trong quá trình xác minh và thu thập chứng cứ để đảm bảo quy trình tố tụng được tiến hành một cách công bằng và trung thực."
1825,"Theo Điều 490, hành vi nào của người làm chứng, người phiên dịch, người giám định có thể bị xử phạt hành chính?","Theo Điều 490, người làm chứng, người phiên dịch, người giám định có thể bị xử phạt hành chính nếu họ đã được Tòa án triệu tập hợp lệ nhưng cố ý không đến Tòa án hoặc không có mặt tại phiên tòa, phiên họp mà không có lý do chính đáng, và sự vắng mặt của họ gây trở ngại cho việc thu thập, xác minh chứng cứ hoặc giải quyết vụ việc."
1826,"Ai có quyền ra quyết định dẫn giải người làm chứng đến phiên tòa, phiên họp trong trường hợp họ không có mặt theo giấy triệu tập?","Theo Điều 490, Tòa án có quyền ra quyết định dẫn giải người làm chứng đến phiên tòa, phiên họp trong trường hợp họ không có mặt theo giấy triệu tập."
1827,Quyết định dẫn giải người làm chứng phải tuân thủ những điều kiện gì?,"Quyết định dẫn giải người làm chứng phải ghi rõ thời gian, địa điểm ra quyết định, tên, chức vụ người ra quyết định, tên, ngày, tháng, năm sinh, nơi cư trú của người làm chứng thời gian và địa điểm người làm chứng phải có mặt."
1828,Ai có nhiệm vụ thi hành quyết định dẫn giải người làm chứng?,Cơ quan công an có nhiệm vụ thi hành quyết định của Tòa án dẫn giải người làm chứng.
1829,Người thi hành quyết định dẫn giải phải làm gì khi dẫn giải người làm chứng?,"Người thi hành quyết định dẫn giải phải đọc, giải thích quyết định dẫn giải cho người bị dẫn giải biết và lập biên bản về việc dẫn giải."
1830,"Theo Điều 132, Tòa án có thẩm quyền giải quyết yêu cầu áp dụng biện pháp khẩn tạm thời khác nào?","Theo Điều 132, Tòa án có thẩm quyền giải quyết yêu cầu áp dụng biện pháp khẩn tạm thời khác do luật khác quy định ngoài các biện pháp khẩn cấp tạm thời quy định tại các khoản từ khoản 1 đến khoản 16 Điều 114 của Bộ luật này."
1831,Các biện pháp khẩn cấp tạm thời quy định tại Điều 114 bao gồm những gì?,"Các biện pháp khẩn cấp tạm thời quy định tại Điều 114 bao gồm việc tạm ngừng hoặc cấm hành vi cụ thể, bắt buộc thực hiện hoặc ngừng thực hiện một hành vi cụ thể, tạm thời chấp thuận hoặc từ chối chấp thuận một giao dịch cụ thể, tạm thời cấm bán, tạm thời khóa, tạm thời bảo lưu tài sản, và các biện pháp khác nhằm đảm bảo việc thực hiện án quyết hoặc ngăn ngừa thiệt hại gây ra cho quyền và lợi ích hợp pháp của bên yêu cầu."
1832,Ai có thẩm quyền yêu cầu áp dụng biện pháp khẩn cấp tạm thời?,"Có thể là các bên trong vụ việc, luật sư, hoặc cơ quan thụ động án."
1833,Khi nào Tòa án có thể áp dụng biện pháp khẩn cấp tạm thời?,Tòa án có thể áp dụng biện pháp khẩn cấp tạm thời khi cần thiết để đảm bảo việc thực hiện án quyết hoặc ngăn ngừa thiệt hại gây ra cho quyền và lợi ích hợp pháp của bên yêu cầu và không thể chờ đợi quy trình xét xử thường lệ.
1834,Quyết định về việc áp dụng biện pháp khẩn cấp tạm thời được đưa ra bởi ai?,Quyết định về việc áp dụng biện pháp khẩn cấp tạm thời được đưa ra bởi Tòa án sau khi xem xét yêu cầu của bên yêu cầu và các biện pháp bảo vệ quyền lợi của bên đối diện.
1835,"Theo Điều 200, bị đơn có quyền yêu cầu phản tố đối với ai?","Theo Điều 200, bị đơn có quyền yêu cầu phản tố đối với nguyên đơn, người có quyền lợi, nghĩa vụ liên quan có yêu cầu độc lập."
1836,Khi nào bị đơn có quyền yêu cầu phản tố?,"Bị đơn có quyền yêu cầu phản tố đối với nguyên đơn, người có quyền lợi, nghĩa vụ liên quan có yêu cầu độc lập trong các trường hợp sau đây: Yêu cầu phản tố để bù trừ nghĩa vụ với yêu cầu của nguyên đơn, người có quyền lợi, nghĩa vụ liên quan có yêu cầu độc lập. Yêu cầu phản tố được chấp nhận dẫn đến loại trừ việc chấp nhận một phần hoặc toàn bộ yêu cầu của nguyên đơn, người có quyền lợi, nghĩa vụ liên quan có yêu cầu độc lập."
1837,Khi nào bị đơn có quyền đưa ra yêu cầu phản tố?,"Bị đơn có quyền đưa ra yêu cầu phản tố trước thời điểm mở phiên họp kiểm tra việc giao nộp, tiếp cận, công khai chứng cứ và hòa giải."
1838,Mục đích chính của quyền yêu cầu phản tố của bị đơn là gì?,"Mục đích chính của quyền yêu cầu phản tố của bị đơn là đảm bảo việc giải quyết vụ án được chính xác và nhanh hơn, đặc biệt khi có sự liên quan giữa yêu cầu phản tố và yêu cầu của nguyên đơn, người có quyền lợi, nghĩa vụ liên quan có yêu cầu độc lập và chúng được giải quyết trong cùng một vụ án."
1839,Điều 72 của Bộ luật quy định về cái gì?,Điều 72 của Bộ luật quy định về quyền và nghĩa vụ của bị đơn trong vụ án.
1840,Bị đơn có quyền làm gì khi được Tòa án thông báo về việc bị khởi kiện?,"Bị đơn có quyền chấp nhận hoặc bác bỏ một phần hoặc toàn bộ yêu cầu của nguyên đơn, người có quyền lợi, nghĩa vụ liên quan có yêu cầu độc lập."
1841,Khi nào bị đơn có quyền đưa ra yêu cầu phản tố đối với nguyên đơn?,Bị đơn có quyền đưa ra yêu cầu phản tố đối với nguyên đơn nếu yêu cầu phản tố này liên quan đến yêu cầu của nguyên đơn hoặc đề nghị đối trừ với nghĩa vụ của nguyên đơn.
1842,"Bị đơn có quyền đưa ra yêu cầu độc lập đối với người có quyền lợi, nghĩa vụ liên quan. Khi nào điều này có thể xảy ra?","Bị đơn có quyền đưa ra yêu cầu độc lập đối với người có quyền lợi, nghĩa vụ liên quan và yêu cầu độc lập này có liên quan đến việc giải quyết vụ án."
1843,Khi nào bị đơn có quyền khởi kiện một vụ án khác?,Bị đơn có quyền khởi kiện một vụ án khác trong trường hợp yêu cầu phản tố hoặc yêu cầu độc lập không được Tòa án chấp nhận để giải quyết trong cùng vụ án.
1844,Điều 53 của Bộ luật quy định về điều gì?,"Điều 53 của Bộ luật quy định về việc thay đổi Thẩm phán, Hội thẩm nhân dân trong một số trường hợp cụ thể."
